~~~Start of file~~~

Timestamp: 2020-07-15 13:40:02.124371

Timestamp: 2020-07-15 13:45:01.757319

Timestamp: 2020-07-15 13:50:01.402495

Timestamp: 2020-07-15 13:55:02.093366

Timestamp: 2020-07-15 14:00:01.328946

Timestamp: 2020-07-15 14:05:02.021437

Timestamp: 2020-07-15 14:10:01.712186

Timestamp: 2020-07-15 14:15:01.395311

Timestamp: 2020-07-15 14:20:02.038498

Timestamp: 2020-07-15 14:25:01.685233

Timestamp: 2020-07-15 14:30:01.316607

Timestamp: 2020-07-15 14:35:02.009856

Timestamp: 2020-07-15 14:40:01.632802

Timestamp: 2020-07-15 14:45:01.283261

Timestamp: 2020-07-15 14:50:01.950600

Timestamp: 2020-07-15 14:55:01.584116

Timestamp: 2020-07-15 15:00:01.234279

Timestamp: 2020-07-15 15:05:01.892746

Timestamp: 2020-07-15 15:10:01.494725

Timestamp: 2020-07-15 15:15:01.206383

Timestamp: 2020-07-15 15:20:02.094996

Timestamp: 2020-07-15 15:25:01.721563

Timestamp: 2020-07-15 15:30:01.339206

Timestamp: 2020-07-15 15:35:02.090183

Timestamp: 2020-07-15 15:40:01.798427

Timestamp: 2020-07-15 15:45:01.499108

Timestamp: 2020-07-15 15:50:01.141392

Timestamp: 2020-07-15 15:55:01.899172

Timestamp: 2020-07-15 16:00:01.508883

Timestamp: 2020-07-15 16:05:01.158815

Timestamp: 2020-07-15 16:10:01.650952

Timestamp: 2020-07-15 16:15:01.401435

Timestamp: 2020-07-15 16:20:01.177003

Timestamp: 2020-07-15 16:25:01.879851

Timestamp: 2020-07-15 16:30:01.520227

Timestamp: 2020-07-15 16:35:01.264196

Timestamp: 2020-07-15 16:40:02.034989

Timestamp: 2020-07-15 16:45:01.621481

Timestamp: 2020-07-15 16:50:01.257335

Timestamp: 2020-07-15 16:55:01.873957

Timestamp: 2020-07-15 17:00:01.540997

Timestamp: 2020-07-15 17:05:01.207912

Timestamp: 2020-07-15 17:10:01.848299

Timestamp: 2020-07-15 17:15:01.531485

Timestamp: 2020-07-15 17:20:01.198689

Timestamp: 2020-07-15 17:25:01.964688

Timestamp: 2020-07-15 17:30:01.696736

Timestamp: 2020-07-15 17:35:01.382910

Timestamp: 2020-07-15 17:40:02.031236

Timestamp: 2020-07-15 17:45:01.713589

Timestamp: 2020-07-15 17:50:01.355646

Timestamp: 2020-07-15 17:55:02.020988

Timestamp: 2020-07-15 18:00:01.671830

Timestamp: 2020-07-15 18:05:01.312940

Timestamp: 2020-07-15 18:10:02.106144

Timestamp: 2020-07-15 18:15:01.898075

Timestamp: 2020-07-15 18:20:01.573650

Timestamp: 2020-07-15 18:25:01.225641

Timestamp: 2020-07-15 18:30:01.886810

Timestamp: 2020-07-15 18:35:01.551640

Timestamp: 2020-07-15 18:40:01.218183

Timestamp: 2020-07-15 18:45:02.026016

Timestamp: 2020-07-15 18:50:01.649561

Timestamp: 2020-07-15 18:55:01.301265

Timestamp: 2020-07-15 19:00:01.968141

Timestamp: 2020-07-15 19:05:01.694558

Timestamp: 2020-07-15 19:10:01.369291

Timestamp: 2020-07-15 19:15:02.053513

Timestamp: 2020-07-15 19:20:02.001676

Timestamp: 2020-07-15 19:25:01.660005

Timestamp: 2020-07-15 19:30:01.321031

Timestamp: 2020-07-15 19:35:01.978938

Timestamp: 2020-07-15 19:40:02.045600

Timestamp: 2020-07-15 19:45:01.762363

Timestamp: 2020-07-15 19:50:01.429156

Timestamp: 2020-07-15 19:55:02.096537

Timestamp: 2020-07-15 20:00:01.745840

Timestamp: 2020-07-15 20:05:01.388175

Timestamp: 2020-07-15 20:10:02.090649

Timestamp: 2020-07-15 20:15:01.912604

Timestamp: 2020-07-15 20:20:01.598842

Timestamp: 2020-07-15 20:25:01.281791

Timestamp: 2020-07-15 20:30:01.943210

Timestamp: 2020-07-15 20:35:02.007048

Timestamp: 2020-07-15 20:40:01.698273

Timestamp: 2020-07-15 20:45:01.406747

Timestamp: 2020-07-15 20:50:02.058018

Timestamp: 2020-07-15 20:55:01.586137

Timestamp: 2020-07-15 21:00:01.191494

Timestamp: 2020-07-15 21:05:01.907010

Timestamp: 2020-07-15 21:10:01.551994

Timestamp: 2020-07-15 21:15:02.113859

Timestamp: 2020-07-15 21:20:01.813214

Timestamp: 2020-07-15 21:25:01.454220

Timestamp: 2020-07-15 21:30:02.047863

Timestamp: 2020-07-15 21:35:01.704292

Timestamp: 2020-07-15 21:40:01.397474

Timestamp: 2020-07-15 21:45:02.031529

Timestamp: 2020-07-15 21:50:01.667094

Timestamp: 2020-07-15 21:55:01.357423

Timestamp: 2020-07-15 22:00:02.029336

Timestamp: 2020-07-15 22:05:02.062419

Timestamp: 2020-07-15 22:10:01.711968

Timestamp: 2020-07-15 22:15:01.328113

Timestamp: 2020-07-15 22:20:01.987370

Timestamp: 2020-07-15 22:25:01.670492

Timestamp: 2020-07-15 22:30:01.262760

Timestamp: 2020-07-15 22:35:01.913827

Timestamp: 2020-07-15 22:40:01.521689

Timestamp: 2020-07-15 22:45:01.238560

Timestamp: 2020-07-15 22:50:01.865267

Timestamp: 2020-07-15 22:55:01.606508

Timestamp: 2020-07-15 23:00:01.282327

Timestamp: 2020-07-15 23:05:01.949508

Timestamp: 2020-07-15 23:10:01.599741

Timestamp: 2020-07-15 23:15:01.927098

Timestamp: 2020-07-15 23:20:01.609467

Timestamp: 2020-07-15 23:25:01.219294

Timestamp: 2020-07-15 23:30:01.884846

Timestamp: 2020-07-15 23:35:01.588795

Timestamp: 2020-07-15 23:40:01.206517

Timestamp: 2020-07-15 23:45:01.836417

Timestamp: 2020-07-15 23:50:01.480337

Timestamp: 2020-07-15 23:55:02.120140

Timestamp: 2020-07-16 00:00:01.713121

Timestamp: 2020-07-16 00:05:01.477381

Timestamp: 2020-07-16 00:10:01.136961

Timestamp: 2020-07-16 00:15:01.755896

Timestamp: 2020-07-16 00:20:01.430539

Timestamp: 2020-07-16 00:25:01.264473

Timestamp: 2020-07-16 00:30:01.898333

Timestamp: 2020-07-16 00:35:01.585189

Timestamp: 2020-07-16 00:40:01.246927

Timestamp: 2020-07-16 00:45:01.893139

Timestamp: 2020-07-16 00:50:01.574990

Timestamp: 2020-07-16 00:55:02.000748

Timestamp: 2020-07-16 01:00:01.635471

Timestamp: 2020-07-16 01:05:01.389442

Timestamp: 2020-07-16 01:10:02.118449

Timestamp: 2020-07-16 01:15:01.905307

Timestamp: 2020-07-16 01:20:01.631199

Timestamp: 2020-07-16 01:25:01.310386

Timestamp: 2020-07-16 01:30:01.994226

Timestamp: 2020-07-16 01:35:02.133635

Timestamp: 2020-07-16 01:40:02.016758

Timestamp: 2020-07-16 01:45:01.724661

Timestamp: 2020-07-16 01:50:01.440209

Timestamp: 2020-07-16 01:55:01.273364

Timestamp: 2020-07-16 02:00:02.098496

Timestamp: 2020-07-16 02:05:01.781698

Timestamp: 2020-07-16 02:10:01.474401

Timestamp: 2020-07-16 02:15:01.573867

Timestamp: 2020-07-16 02:20:01.312016

Timestamp: 2020-07-16 02:25:02.045267

Timestamp: 2020-07-16 02:30:01.728615

Timestamp: 2020-07-16 02:35:01.519832

Timestamp: 2020-07-16 02:40:01.243493

Timestamp: 2020-07-16 02:45:01.926927

Timestamp: 2020-07-16 02:50:01.688275

Timestamp: 2020-07-16 02:55:01.689481

Timestamp: 2020-07-16 03:00:01.422564

Timestamp: 2020-07-16 03:05:02.109595

Timestamp: 2020-07-16 03:10:01.772897

Timestamp: 2020-07-16 03:15:01.575708

Timestamp: 2020-07-16 03:20:01.283235

Timestamp: 2020-07-16 03:25:01.992362

Timestamp: 2020-07-16 03:30:01.719248

Timestamp: 2020-07-16 03:35:01.898767

Timestamp: 2020-07-16 03:40:01.621393

Timestamp: 2020-07-16 03:45:01.336864

Timestamp: 2020-07-16 03:50:02.097059

Timestamp: 2020-07-16 03:55:02.071635

Timestamp: 2020-07-16 04:00:01.768708

Timestamp: 2020-07-16 04:05:01.447043

Timestamp: 2020-07-16 04:10:01.157560

Timestamp: 2020-07-16 04:15:01.838981

Timestamp: 2020-07-16 04:20:01.549931

Timestamp: 2020-07-16 04:25:01.257378

Timestamp: 2020-07-16 04:30:01.949718

Timestamp: 2020-07-16 04:35:02.089538

Timestamp: 2020-07-16 04:40:01.805881

Timestamp: 2020-07-16 04:45:01.497302

Timestamp: 2020-07-16 04:50:01.222826

Timestamp: 2020-07-16 04:55:01.389306

Timestamp: 2020-07-16 05:00:02.064947

Timestamp: 2020-07-16 05:05:01.847700

Timestamp: 2020-07-16 05:10:01.608564

Timestamp: 2020-07-16 05:15:01.541245

Timestamp: 2020-07-16 05:20:01.249643

Timestamp: 2020-07-16 05:25:01.958077

Timestamp: 2020-07-16 05:30:01.776963

Timestamp: 2020-07-16 05:35:01.719544

Timestamp: 2020-07-16 05:40:01.442838

Timestamp: 2020-07-16 05:45:01.148568

Timestamp: 2020-07-16 05:50:01.892226

Timestamp: 2020-07-16 05:55:01.892327

Timestamp: 2020-07-16 06:00:01.576670

Timestamp: 2020-07-16 06:05:01.283377

Timestamp: 2020-07-16 06:10:02.110013

Timestamp: 2020-07-16 06:15:01.884917

Timestamp: 2020-07-16 06:20:01.616760

Timestamp: 2020-07-16 06:25:01.443581

Timestamp: 2020-07-16 06:30:01.154723

Timestamp: 2020-07-16 06:35:01.452742

Timestamp: 2020-07-16 06:40:01.394931

Timestamp: 2020-07-16 06:45:02.121042

Timestamp: 2020-07-16 06:50:01.803819

Timestamp: 2020-07-16 06:55:01.934025

Timestamp: 2020-07-16 07:00:01.640027

Timestamp: 2020-07-16 07:05:01.440511

Timestamp: 2020-07-16 07:10:02.115762

Timestamp: 2020-07-16 07:15:01.599831

Timestamp: 2020-07-16 07:20:01.366025

Timestamp: 2020-07-16 07:25:02.051257

Timestamp: 2020-07-16 07:30:01.784557

Timestamp: 2020-07-16 07:35:01.444143

Timestamp: 2020-07-16 07:40:01.169003

Timestamp: 2020-07-16 07:45:01.925161

Timestamp: 2020-07-16 07:50:01.634729

Timestamp: 2020-07-16 07:55:02.017959

Timestamp: 2020-07-16 08:00:01.727369

Timestamp: 2020-07-16 08:05:01.505510

Timestamp: 2020-07-16 08:10:01.261906

Timestamp: 2020-07-16 08:15:02.011528

Timestamp: 2020-07-16 08:20:01.770110

Timestamp: 2020-07-16 08:25:01.486798

Timestamp: 2020-07-16 08:30:01.345021

Timestamp: 2020-07-16 08:35:02.069024

Timestamp: 2020-07-16 08:40:01.775831

Timestamp: 2020-07-16 08:45:01.486145

Timestamp: 2020-07-16 08:50:02.046483

Timestamp: 2020-07-16 08:55:01.743027

Timestamp: 2020-07-16 09:00:01.462166

Timestamp: 2020-07-16 09:05:01.175345

Timestamp: 2020-07-16 09:10:01.229000

Timestamp: 2020-07-16 09:15:01.870222

Timestamp: 2020-07-16 09:20:01.552871

Timestamp: 2020-07-16 09:25:01.237832

Timestamp: 2020-07-16 09:30:01.906065

Timestamp: 2020-07-16 09:35:01.582463

Timestamp: 2020-07-16 09:40:01.295116

Timestamp: 2020-07-16 09:45:01.966147

Timestamp: 2020-07-16 09:50:01.658974

Timestamp: 2020-07-16 09:55:01.407645

Timestamp: 2020-07-16 10:00:01.178891

Timestamp: 2020-07-16 10:05:01.953791

Timestamp: 2020-07-16 10:10:01.729697

Timestamp: 2020-07-16 10:15:01.435487

Timestamp: 2020-07-16 10:20:02.110012

Timestamp: 2020-07-16 10:25:01.827063

Timestamp: 2020-07-16 10:30:01.485329

Timestamp: 2020-07-16 10:35:01.230115

Timestamp: 2020-07-16 10:40:01.899596

Timestamp: 2020-07-16 10:45:01.600041

Timestamp: 2020-07-16 10:50:01.316882

Timestamp: 2020-07-16 10:55:02.017925

Timestamp: 2020-07-16 11:00:01.764516

Timestamp: 2020-07-16 11:05:01.598498
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:10:01.897993
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:15:01.183958
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:20:01.471236
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:25:01.773836
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:30:02.056243
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:35:01.339395
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:40:01.624933
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:45:01.908523
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:50:01.185036
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 11:55:01.475586
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:00:01.760048
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:05:02.044535
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:10:01.326395
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:15:01.609892
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:20:01.905027
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:25:01.188632
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:30:01.476028
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:35:01.765514
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:40:02.043152
An error occured: <class 'urllib.error.URLError'> <urlopen error [Errno -2] Name or service not known>, line: 45
Timestamp: 2020-07-16 12:45:02.576270

Timestamp: 2020-07-16 12:50:09.133037

Timestamp: 2020-07-16 12:55:15.768804

Timestamp: 2020-07-16 13:00:06.357316

Timestamp: 2020-07-16 13:05:04.136097

Timestamp: 2020-07-16 13:10:04.626923

Timestamp: 2020-07-16 13:15:02.037104

Timestamp: 2020-07-16 13:20:02.041272

Timestamp: 2020-07-16 13:25:02.049206

Timestamp: 2020-07-16 13:30:01.945785

Timestamp: 2020-07-16 13:35:01.897642
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 13:40:01.673989
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 13:45:01.801617
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 13:50:01.582085
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 13:55:01.989638
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:00:01.607055
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:05:02.034503
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:10:01.226610
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:15:01.472017
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:20:01.850077
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:25:01.144913
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:30:01.384702
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:35:01.729999
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:40:01.977442
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:45:01.204896
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:50:01.602382
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 14:55:01.959232
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:00:03.758798
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:05:01.630047
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:10:02.066723
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:15:01.828553
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:20:01.595061
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:35:10.626834
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available
An error occured: <class 'IndexError'> list index out of range, line: 91

Timestamp: 2020-07-16 15:35:59.270412
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:36:44.923057
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:37:39.310447
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:38:29.111537
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:39:21.640229
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:40:01.793014
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:40:14.576074
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:41:19.304505
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:42:28.412040
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:45:02.019287
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:50:01.739805
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 15:55:01.435510
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:00:05.366340
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:05:06.238129
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:10:02.092703
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:15:01.846824
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:20:01.616191
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:25:01.252057
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:30:01.878803
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:35:01.536677
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:40:01.890823
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:45:01.503313
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:50:02.106358
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 16:55:01.720094
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:00:01.443402
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:05:02.068113
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:10:01.737132
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:15:01.225166
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:20:01.867060
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:25:01.494600
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:30:02.099875
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:35:01.703601
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:40:01.314840
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:45:02.027338
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:50:01.740403
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 17:55:01.743085
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:00:01.374846
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:05:01.987375
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:10:01.610873
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:15:01.237626
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:20:01.878512
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:25:01.931247
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:30:01.657537
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:35:01.337910
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:40:01.974852
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:45:01.582794
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:50:01.218012
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 18:55:01.870780
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:00:01.477295
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:05:02.129529
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:10:01.732440
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:15:01.356606
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:20:01.999685
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:25:01.607678
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:30:01.510823
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:35:01.222683
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:40:01.883089
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:45:01.556382
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:50:01.943160
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 19:55:01.592479
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:00:01.227939
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:05:01.835448
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:10:01.407477
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:15:02.008496
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:20:01.607431
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:25:01.222521
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:30:01.822126
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:35:01.432225
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:40:02.125529
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:45:01.738265
HSS 127A (12635) Pol. Sci. I: Nat'l Government is OPEN! There is 1 spot available

Timestamp: 2020-07-16 20:50:01.332443
